2000;12;26;15100;1;7.89
2000;12;26;12200;2;29.05
2000;12;26;12100;8;3.42
2000;12;26;12200;226;28.10
2000;12;26;12200;6;28.34
2000;12;26;12100;12;3.26
2000;12;26;12100;7;3.38
2000;12;26;12100;7;3.35
2000;12;26;15200;2;68.80
2000;12;26;15100;67;7.61
2000;12;26;12100;315;3.22
2000;12;26;15200;388;72.52
2000;12;26;12200;9;29.05
2000;12;26;15200;2;71.90
2000;12;26;15200;9;71.90
2000;12;26;15200;9;67.56
2000;12;26;12200;266;29.05
2000;12;26;12200;12;29.05
2000;12;26;15100;289;7.83
2000;12;26;15100;5;7.83
2000;12;26;15200;21;71.28
2000;12;26;15100;7;7.95
2000;12;27;15100;7;7.78
2000;12;27;15100;10;7.95
2000;12;27;15100;335;7.83
2000;12;27;12200;22;27.39
2000;12;27;12200;4;28.81
2000;12;27;15100;6;7.72
2000;12;27;15200;71;72.52
2000;12;27;15100;1;8.06
2000;12;27;12200;5;28.58
2000;12;27;15200;237;68.18
2000;12;27;15200;16;69.42
2000;12;27;12100;73;3.33
2000;12;27;12100;6;3.28
2000;12;27;15100;7;7.61
2000;12;27;15100;1;8.06
2000;12;27;12200;4;28.10
2000;12;27;12200;6;27.39
2000;12;27;12200;8;28.81
2000;12;27;15200;18;67.56
2000;12;27;12100;4;3.40
2000;12;27;12100;11;3.33
2000;12;27;15100;1;7.78
2000;12;28;12200;4;27.39
2000;12;28;12200;3;29.29
2000;12;28;15100;18;7.83
2000;12;28;15200;1;68.80
2000;12;28;12200;21;27.39
2000;12;28;15100;144;8.00
2000;12;28;12200;3;29.29
2000;12;28;12200;3;28.10
2000;12;28;15200;320;67.56
2000;12;28;12200;1;28.34
2000;12;28;15100;4;8.00
2000;12;28;15200;6;71.28
2000;12;28;12100;7;3.35
2000;12;28;15200;1;73.13
2000;12;28;12200;9;27.16
2000;12;28;15100;1;8.00
2000;12;28;15200;11;72.52
2000;12;28;12100;13;3.31
2000;12;28;15100;2;7.67
2000;12;28;15200;3;73.13
2000;12;28;15100;5;7.61
2000;12;28;15100;1;7.61
2000;12;29;15100;4;7.89
2000;12;29;12200;9;27.16
2000;12;29;12100;12;3.28
2000;12;29;12100;21;3.38
2000;12;29;12200;4;29.29
2000;12;29;15100;7;7.55
2000;12;29;15100;10;7.61
2000;12;29;15200;13;68.80
2000;12;29;15100;9;8.11
2000;12;29;15200;10;70.66
2000;12;29;15100;3;8.00
2000;12;29;12100;16;3.22
2000;12;29;15200;10;73.13
2000;12;29;15100;365;8.06
2000;12;29;15100;3;7.67
2000;12;29;12100;3;3.42
2000;12;29;15100;192;7.78
2000;12;29;15100;8;7.78
2000;12;29;15100;1;7.78
2000;12;29;12100;3;3.35
2000;12;29;15200;4;73.13
2000;12;29;12200;271;27.39
2001;1;1;15200;14;71.28
2001;1;1;15200;4;68.80
2001;1;1;15100;1;7.67
2001;1;1;15100;21;8.00
2001;1;1;12200;8;28.81
2001;1;1;12100;4;3.31
2001;1;1;12200;19;27.39
2001;1;1;12100;7;3.38
2001;1;1;12100;91;3.38
2001;1;1;12100;1;3.28
2001;1;1;12100;226;3.35
2001;1;1;15100;8;7.78
2001;1;1;12100;12;3.22
2001;1;1;12200;6;27.16
2001;1;1;15100;15;7.78
2001;1;1;15100;2;7.83
2001;1;1;12200;13;27.39
2001;1;1;15200;8;70.04
2001;1;1;12200;7;28.34
2001;1;1;15200;5;69.42
2001;1;1;12200;17;28.58
2001;1;1;12200;15;29.05
2001;1;2;15100;198;7.61
2001;1;2;15200;2;72.52
2001;1;2;12200;276;26.92
2001;1;2;12200;13;27.16
2001;1;2;15100;16;7.89
2001;1;2;15200;4;68.80
2001;1;2;12100;9;3.33
2001;1;2;15200;6;70.66
2001;1;2;15100;9;7.72
2001;1;2;12100;21;3.22
2001;1;2;12100;3;3.26
2001;1;2;15100;336;8.06
2001;1;2;15200;197;69.42
2001;1;2;12200;20;29.29
2001;1;2;12100;8;3.28
2001;1;2;15100;6;8.00
2001;1;2;15200;45;70.66
2001;1;2;12100;6;3.28
2001;1;2;12100;5;3.22
2001;1;2;15200;23;71.28
2001;1;2;12100;1;3.22
2001;1;2;12100;8;3.19
2001;1;3;12100;19;3.19
2001;1;3;12100;319;3.40
2001;1;3;12100;5;3.31
2001;1;3;15100;400;8.06
2001;1;3;15100;2;7.83
2001;1;3;12100;280;3.26
2001;1;3;12200;2;27.87
2001;1;3;12100;21;3.35
2001;1;3;15100;9;8.00
2001;1;3;12200;17;29.29
2001;1;3;15100;5;8.11
2001;1;3;12100;13;3.28
2001;1;3;15100;5;8.00
2001;1;3;12100;5;3.40
2001;1;3;12200;8;27.39
2001;1;3;15100;1;7.67
2001;1;3;15200;92;70.66
2001;1;3;12100;16;3.24
2001;1;3;12100;7;3.24
2001;1;3;12200;10;27.39
2001;1;3;12100;10;3.35
2001;1;3;12100;8;3.28
2001;1;4;12200;7;27.39
2001;1;4;12200;382;28.34
2001;1;4;15100;102;8.06
2001;1;4;12100;3;3.26
2001;1;4;12200;4;27.16
2001;1;4;12100;7;3.28
2001;1;4;15200;128;70.66
2001;1;4;15200;8;67.56
2001;1;4;12200;1;27.39
2001;1;4;15100;8;8.00
2001;1;4;12100;6;3.31
2001;1;4;12200;6;26.92
2001;1;4;12100;3;3.19
2001;1;4;15100;19;7.89
2001;1;4;15100;2;8.00
2001;1;4;12200;10;27.87
2001;1;4;15100;7;7.83
2001;1;4;15200;25;72.52
2001;1;4;15100;4;7.78
2001;1;4;15100;9;7.95
2001;1;4;12200;8;27.39
2001;1;4;15100;10;7.78
2001;1;5;12200;7;27.39
2001;1;5;12100;24;3.38
2001;1;5;15200;324;73.13
2001;1;5;15200;10;70.04
2001;1;5;15200;10;71.90
2001;1;5;12200;16;28.81
2001;1;5;12200;21;28.34
2001;1;5;15100;3;7.78
2001;1;5;12100;3;3.19
2001;1;5;15100;5;7.78
2001;1;5;12100;14;3.19
2001;1;5;15100;8;7.61
2001;1;5;12200;19;28.10
2001;1;5;12100;8;3.26
2001;1;5;15200;85;70.04
2001;1;5;12100;6;3.24
2001;1;5;15200;392;66.94
2001;1;5;15200;9;71.90
2001;1;5;15200;267;68.18
2001;1;5;15100;14;7.72
2001;1;5;15200;4;70.04
2001;1;5;12100;6;3.28
2001;1;8;12200;3;28.10
2001;1;8;12200;8;29.29
2001;1;8;15100;9;7.72
2001;1;8;12200;1;27.63
2001;1;8;15100;13;7.67
2001;1;8;12100;10;3.31
2001;1;8;12100;10;3.22
2001;1;8;12200;5;28.81
2001;1;8;15200;3;70.66
2001;1;8;12100;3;3.38
2001;1;8;12200;3;27.87
2001;1;8;12200;1;29.29
2001;1;8;12100;9;3.31
2001;1;8;15200;1;68.80
2001;1;8;12200;152;28.10
2001;1;8;15200;6;68.80
2001;1;8;15100;7;7.61
2001;1;8;12200;21;28.10
2001;1;8;12200;2;28.58
2001;1;8;12200;8;29.05
2001;1;8;12200;13;28.81
2001;1;8;15100;22;7.61
2001;1;9;15100;4;7.72
2001;1;9;12200;2;27.16
2001;1;9;15100;7;7.67
2001;1;9;15200;3;70.04
2001;1;9;15200;15;70.04
2001;1;9;12100;174;3.33
2001;1;9;15100;6;8.06
2001;1;9;15100;109;7.67
2001;1;9;12200;12;28.34
2001;1;9;12100;1;3.38
2001;1;9;12100;14;3.33
2001;1;9;15200;2;68.18
2001;1;9;15100;3;7.83
2001;1;9;15100;7;8.06
2001;1;9;15100;10;7.89
2001;1;9;15100;8;7.72
2001;1;9;15100;4;7.67
2001;1;9;15100;4;7.89
2001;1;9;15100;2;7.55
2001;1;9;12200;10;27.16
2001;1;9;15200;17;72.52
2001;1;9;15100;335;7.61
2001;1;10;15200;190;72.52
2001;1;10;12100;2;3.31
2001;1;10;12100;9;3.28
2001;1;10;12100;5;3.24
2001;1;10;15100;3;7.72
2001;1;10;12100;4;3.40
2001;1;10;15100;20;7.72
2001;1;10;12200;153;28.58
2001;1;10;15100;2;8.06
2001;1;10;15200;9;71.28
2001;1;10;12200;5;27.63
2001;1;10;12100;10;3.28
2001;1;10;15200;6;71.90
2001;1;10;15100;3;7.89
2001;1;10;15200;24;68.18
2001;1;10;15100;2;7.95
2001;1;10;15200;10;71.90
2001;1;10;15200;10;73.13
2001;1;10;15100;10;7.55
2001;1;10;15200;23;66.94
2001;1;10;15100;23;7.83
2001;1;10;15100;1;7.55
2001;1;11;12200;3;27.16
2001;1;11;12100;7;3.40
2001;1;11;12100;18;3.42
2001;1;11;15100;6;8.11
2001;1;11;12100;4;3.33
2001;1;11;12200;11;29.29
2001;1;11;12100;23;3.24
2001;1;11;15200;1;67.56
2001;1;11;12200;10;27.16
2001;1;11;12100;9;3.28
2001;1;11;12100;176;3.40
2001;1;11;12200;9;28.34
2001;1;11;15200;10;66.94
2001;1;11;15200;8;73.13
2001;1;11;15200;360;73.13
2001;1;11;12200;6;28.34
2001;1;11;15100;2;7.55
2001;1;11;15200;5;70.04
2001;1;11;12200;23;28.34
2001;1;11;15100;21;7.83
2001;1;11;15100;3;7.72
2001;1;11;15100;173;7.78
2001;1;12;15200;9;68.18
2001;1;12;12100;1;3.33
2001;1;12;12100;399;3.35
2001;1;12;15200;4;66.94
2001;1;12;12200;8;28.10
2001;1;12;12200;1;28.10
2001;1;12;15200;7;71.28
2001;1;12;15200;6;68.80
2001;1;12;12200;7;28.10
2001;1;12;15200;2;71.28
2001;1;12;12200;7;29.29
2001;1;12;12100;10;3.28
2001;1;12;15200;1;68.18
2001;1;12;15100;24;7.89
2001;1;12;15100;6;8.00
2001;1;12;15200;9;69.42
2001;1;12;12100;8;3.31
2001;1;12;15100;22;7.55
2001;1;12;12200;5;28.34
2001;1;12;15100;6;7.61
2001;1;12;15200;10;71.28
2001;1;12;15200;106;71.28
2001;1;15;12200;281;28.10
2001;1;15;12200;5;28.10
2001;1;15;15100;5;7.95
2001;1;15;15100;8;8.06
2001;1;15;15200;4;70.66
2001;1;15;12200;12;29.05
2001;1;15;15200;17;68.18
2001;1;15;12200;265;27.16
2001;1;15;15200;1;72.52
2001;1;15;12200;1;27.39
2001;1;15;12100;24;3.31
2001;1;15;15100;6;7.95
2001;1;15;12100;6;3.19
2001;1;15;12100;358;3.28
2001;1;15;12100;4;3.31
2001;1;15;15200;349;68.80
2001;1;15;12200;4;26.92
2001;1;15;12100;1;3.28
2001;1;15;15200;9;72.52
2001;1;15;15200;7;69.42
2001;1;15;12200;3;27.63
2001;1;15;15100;7;7.95
2001;1;16;15100;10;7.95
2001;1;16;15100;19;7.55
2001;1;16;12100;242;3.22
2001;1;16;15200;7;72.52
2001;1;16;15100;8;7.67
2001;1;16;15100;23;7.61
2001;1;16;15100;2;7.72
2001;1;16;12100;10;3.26
2001;1;16;15100;1;8.00
2001;1;16;15100;4;8.11
2001;1;16;12200;21;26.92
2001;1;16;12200;387;28.10
2001;1;16;12100;3;3.19
2001;1;16;12100;3;3.40
2001;1;16;15100;4;7.78
2001;1;16;12200;23;29.05
2001;1;16;15100;17;7.67
2001;1;16;12100;16;3.31
2001;1;16;15100;23;7.89
2001;1;16;15200;17;70.04
2001;1;16;12200;7;27.87
2001;1;16;12100;9;3.33
2001;1;17;15100;12;7.55
2001;1;17;15100;4;7.78
2001;1;17;15200;173;73.13
2001;1;17;12100;6;3.24
2001;1;17;12100;8;3.33
2001;1;17;12100;5;3.24
2001;1;17;15200;8;71.90
2001;1;17;12100;3;3.28
2001;1;17;15200;8;71.28
2001;1;17;12200;1;27.87
2001;1;17;12200;7;27.39
2001;1;17;15200;330;70.04
2001;1;17;15200;13;68.18
2001;1;17;15200;19;71.90
2001;1;17;15100;18;7.55
2001;1;17;15200;6;70.04
2001;1;17;12200;13;27.87
2001;1;17;15200;20;73.13
2001;1;17;12200;305;28.81
2001;1;17;12200;25;26.92
2001;1;17;15200;17;70.04
2001;1;17;12200;283;28.10
2001;1;18;12200;21;28.34
2001;1;18;12200;4;29.29
2001;1;18;12200;3;28.58
2001;1;18;15100;25;7.55
2001;1;18;12200;17;27.16
2001;1;18;15200;14;66.94
2001;1;18;12200;80;28.81
2001;1;18;12100;313;3.35
2001;1;18;15200;20;70.04
2001;1;18;15100;20;8.11
2001;1;18;12100;8;3.35
2001;1;18;15100;5;7.72
2001;1;18;15200;320;73.13
2001;1;18;12100;5;3.35
2001;1;18;12200;1;28.58
2001;1;18;15100;17;7.89
2001;1;18;12100;7;3.28
2001;1;18;15100;5;7.95
2001;1;18;12100;3;3.38
2001;1;18;15200;20;68.18
2001;1;18;12200;11;26.92
2001;1;18;12200;12;28.10
2001;1;19;15100;4;7.95
2001;1;19;12200;16;27.39
2001;1;19;12100;1;3.31
2001;1;19;15100;2;7.83
2001;1;19;12200;14;26.92
2001;1;19;12200;16;28.10
2001;1;19;12100;10;3.35
2001;1;19;12200;18;27.63
2001;1;19;15100;3;7.67
2001;1;19;12100;9;3.35
2001;1;19;12100;4;3.42
2001;1;19;15200;17;68.80
2001;1;19;12200;5;26.92
2001;1;19;12200;19;27.87
2001;1;19;15200;16;72.52
2001;1;19;12100;8;3.31
2001;1;19;15100;21;7.55
2001;1;19;12200;9;29.05
2001;1;19;12200;100;27.16
2001;1;19;12200;3;27.87
2001;1;19;12100;314;3.22
2001;1;19;12100;18;3.38
2001;1;22;15100;363;7.78
2001;1;22;15100;2;7.83
2001;1;22;12100;5;3.38
2001;1;22;15200;19;72.52
2001;1;22;12200;5;26.92
2001;1;22;15100;6;8.11
2001;1;22;12200;6;28.81
2001;1;22;12200;7;26.92
2001;1;22;15200;10;70.66
2001;1;22;12100;9;3.26
2001;1;22;12100;7;3.33
2001;1;22;12200;21;28.10
2001;1;22;12200;9;27.87
2001;1;22;12200;7;27.16
2001;1;22;12100;17;3.42
2001;1;22;15200;6;71.28
2001;1;22;12100;7;3.22
2001;1;22;12100;6;3.38
2001;1;22;15200;4;70.04
2001;1;22;12100;8;3.24
2001;1;22;15200;5;73.13
2001;1;22;12200;8;29.05
2001;1;23;12100;391;3.28
2001;1;23;12200;14;27.63
2001;1;23;15100;117;8.00
2001;1;23;12100;1;3.28
2001;1;23;15100;5;7.72
2001;1;23;12200;8;28.10
2001;1;23;15100;181;7.78
2001;1;23;15100;122;7.89
2001;1;23;12100;20;3.42
2001;1;23;12200;7;27.87
2001;1;23;15200;7;69.42
2001;1;23;15100;3;8.06
2001;1;23;15100;10;7.78
2001;1;23;12100;6;3.31
2001;1;23;15100;6;7.89
2001;1;23;15100;3;8.11
2001;1;23;12200;11;26.92
2001;1;23;15100;5;8.06
2001;1;23;12100;15;3.42
2001;1;23;15100;3;7.67
2001;1;23;12200;3;27.39
2001;1;23;15200;9;67.56
2001;1;24;15200;8;68.18
2001;1;24;12100;2;3.24
2001;1;24;15200;13;71.28
2001;1;24;12100;16;3.22
2001;1;24;15200;283;68.18
2001;1;24;12200;388;28.81
2001;1;24;15100;8;7.72
2001;1;24;12100;4;3.26
2001;1;24;12200;168;28.81
2001;1;24;15100;9;7.95
2001;1;24;12200;7;26.92
2001;1;24;15100;10;7.89
2001;1;24;15200;1;71.28
2001;1;24;15200;4;69.42
2001;1;24;12100;1;3.28
2001;1;24;15200;8;69.42
2001;1;24;15200;3;67.56
2001;1;24;15100;13;7.89
2001;1;24;12200;6;27.87
2001;1;24;12100;1;3.19
2001;1;24;15100;19;7.83
2001;1;24;12200;1;28.34
2001;1;25;15100;3;7.55
2001;1;25;15100;3;8.06
2001;1;25;12200;268;28.34
2001;1;25;12100;2;3.31
2001;1;25;12200;7;27.63
2001;1;25;12100;65;3.33
2001;1;25;12200;132;28.34
2001;1;25;15100;151;7.61
2001;1;25;15200;12;73.13
2001;1;25;12200;7;27.63
2001;1;25;12100;5;3.28
2001;1;25;12200;8;28.34
